"site_name","year","trap_type","data_sources","catch","effort","cpue","latitude","longitude"
"Pysht",2020,"Fukui","WSG",0,3,0,48.2065905131288,-124.112241932826
"Pysht",2021,"Fukui","WSG",0,4,0,48.2065905131288,-124.112241932826
"Pysht",2022,"Fukui","WSG",0,4,0,48.2065905131288,-124.112241932826
"Pysht",2023,"Fukui","WSG",0,4,0,48.2065905131288,-124.112241932826
"Pysht",2024,"Fukui","WDFW",0,20,0,48.2065905131288,-124.112241932826
"Pysht",2024,"Minnow","WDFW",0,20,0,48.2065905131288,-124.112241932826
"Pysht",2024,"Shrimp","WDFW",0,2,0,48.2065905131288,-124.112241932826
"Quartermaster Harbor",2021,"Fukui","WDFW",0,49,0,47.3888400030612,-122.452579717347
"Quartermaster Harbor",2021,"Minnow","WDFW",0,49,0,47.3888400030612,-122.452579717347
"Queets River",2021,"Fukui","WDFW",0,15,0,47.5341016255556,-124.350194157778
"Queets River",2021,"Minnow","WDFW",0,15,0,47.5341016255556,-124.350194157778
"Queets River",2021,"Shrimp","WDFW",0,2,0,47.5341016255556,-124.350194157778
"Rabb's Lagoon",2016,"Fukui","WSG",0,4,0,47.392326,-122.433954
"Rabb's Lagoon",2017,"Fukui","WSG",0,3,0,47.392326,-122.433954
"Rabb's Lagoon",2018,"Fukui","WSG",0,4,0,47.392326,-122.433954
"Rabb's Lagoon",2019,"Fukui","WSG",0,4,0,47.392326,-122.433954
"Rabb's Lagoon",2020,"Fukui","WSG",0,3,0,47.392326,-122.433954
"Rabb's Lagoon",2021,"Fukui","WSG",0,3,0,47.392326,-122.433954
"Rabb's Lagoon",2022,"Fukui","WSG",0,4,0,47.392326,-122.433954
"Rabb's Lagoon",2023,"Fukui","WSG",0,4,0,47.392326,-122.433954
"Race Lagoon",2015,"Fukui","WSG",0,2,0,48.191825,-122.6006242
"Race Lagoon",2016,"Fukui","WSG",0,4,0,48.191825,-122.6006242
"Race Lagoon",2017,"Fukui","WSG",0,4,0,48.191825,-122.6006242
"Race Lagoon",2018,"Fukui","WSG",0,4,0,48.191825,-122.6006242
"Race Lagoon",2019,"Fukui","WSG",0,4,0,48.191825,-122.6006242
"Race Lagoon",2020,"Fukui","WSG",0,4,0,48.191825,-122.6006242
"Race Lagoon",2021,"Fukui","WSG",0,4,0,48.191825,-122.6006242
"Race Lagoon",2022,"Fukui","WSG",0,4,0,48.191825,-122.6006242
"Race Lagoon",2023,"Fukui","WSG",0,4,0,48.191825,-122.6006242
"Races Cove",2024,"Fukui","WDFW",0,5,0,47.9107007233333,-122.585890235
"Races Cove",2024,"Minnow","WDFW",0,6,0,47.9107007233333,-122.585890235
"Rendsland",2024,"Fukui","WDFW",0,7,0,47.386236652619,-123.112877078571
"Rendsland",2024,"Minnow","WDFW",0,7,0,47.386236652619,-123.112877078571
"Rendsland",2024,"Shrimp","WDFW",0,2,0,47.386236652619,-123.112877078571
"Right Smart Cove",2018,"Fukui","WDFW",0,3,0,47.7336709464737,-122.880374341418
"Right Smart Cove",2018,"Minnow","WDFW",0,3,0,47.7336709464737,-122.880374341418
"Right Smart Cove",2023,"Fukui","WDFW",0,50,0,47.7336709464737,-122.880374341418
"Right Smart Cove",2023,"Minnow","WDFW",0,50,0,47.7336709464737,-122.880374341418
"Right Smart Cove",2023,"Shrimp","WDFW",1,28,0.0357142857142857,47.7336709464737,-122.880374341418
"Right Smart Cove",2024,"Fukui","WDFW",0,24,0,47.7336709464737,-122.880374341418
"Right Smart Cove",2024,"Minnow","WDFW",0,24,0,47.7336709464737,-122.880374341418
"Right Smart Cove",2024,"Shrimp","WDFW",0,2,0,47.7336709464737,-122.880374341418
"Roche Harbor",2018,"Fukui","WDFW",0,3,0,48.6067030537619,-123.155579790476
"Roche Harbor",2018,"Minnow","WDFW",0,3,0,48.6067030537619,-123.155579790476
"Roche Harbor",2019,"Fukui","WDFW",0,12,0,48.6067030537619,-123.155579790476
"Roche Harbor",2019,"Minnow","WDFW",0,6,0,48.6067030537619,-123.155579790476
"Roche Harbor",2023,"Fukui","WDFW",0,5,0,48.6067030537619,-123.155579790476
"Roche Harbor",2023,"Minnow","WDFW",0,5,0,48.6067030537619,-123.155579790476
"Roche Harbor",2023,"Shrimp","WDFW",0,2,0,48.6067030537619,-123.155579790476
"Salmon Creek",2022,"Fukui","WDFW",7,85,0.0823529411764706,47.9904970904856,-122.888713784569
"Salmon Creek",2022,"Minnow","WDFW",4,84,0.0476190476190476,47.9904970904856,-122.888713784569
"Salmon Creek",2022,"Shrimp","WDFW",12,13,0.923076923076923,47.9904970904856,-122.888713784569
"Salmon Creek",2023,"Fukui","WDFW",2,15,0.133333333333333,47.9904970904856,-122.888713784569
"Salmon Creek",2023,"Minnow","WDFW",0,15,0,47.9904970904856,-122.888713784569
"Salmon Creek",2023,"Shrimp","WDFW",4,9,0.444444444444444,47.9904970904856,-122.888713784569
"Salmon Creek",2024,"Fukui","WDFW",3,51,0.0588235294117647,47.9904970904856,-122.888713784569
"Salmon Creek",2024,"Hand","WDFW",1,1,1,47.9904970904856,-122.888713784569
"Salmon Creek",2024,"Minnow","WDFW",7,52,0.134615384615385,47.9904970904856,-122.888713784569
"Salmon Creek",2024,"Shrimp","WDFW",26,29,0.896551724137931,47.9904970904856,-122.888713784569
"Salt Creek",2024,"Fukui","WDFW",0,14,0,48.1617123102967,-123.705488764945
"Salt Creek",2024,"Minnow","WDFW",0,13,0,48.1617123102967,-123.705488764945
"Salt Creek",2024,"Shrimp","WDFW",0,10,0,48.1617123102967,-123.705488764945
"Samish Conservation Area",2021,"Fukui","Padilla",2,14,0.142857142857143,48.561896,-122.502636
"Samish Conservation Area",2021,"Minnow","Padilla",0,34,0,48.561896,-122.502636
"Samish Conservation Area",2023,"Fukui","Padilla",0,178,0,48.561896,-122.502636
"Samish Conservation Area",2023,"Minnow","Padilla",13,185,0.0702702702702703,48.561896,-122.502636
"Samish Conservation Area",2024,"Fukui","Padilla",3,58,0.0517241379310345,48.561896,-122.502636
"Samish Conservation Area",2024,"Minnow","Padilla",36,120,0.3,48.561896,-122.502636
"Samish River",2020,"Fukui","WDFW, Padilla",2,164,0.0121951219512195,48.5572431881466,-122.464399715774
"Samish River",2020,"Minnow","WDFW, Padilla",2,206,0.00970873786407767,48.5572431881466,-122.464399715774
"Samish River",2021,"Fukui","WDFW",0,18,0,48.5572431881466,-122.464399715774
"Samish River",2021,"Minnow","WDFW",0,22,0,48.5572431881466,-122.464399715774
"Schel Chelb Lagoon",2024,"Fukui","WDFW",0,12,0,47.6044761805556,-122.551886111111
"Schel Chelb Lagoon",2024,"Minnow","WDFW",0,12,0,47.6044761805556,-122.551886111111
"Schel Chelb Lagoon",2024,"Shrimp","WDFW",0,2,0,47.6044761805556,-122.551886111111
"Scow Bay",2018,"Fukui","WDFW",1,19,0.0526315789473684,48.018732199813,-122.700916371484
"Scow Bay",2018,"Minnow","WDFW",0,16,0,48.018732199813,-122.700916371484
"Scow Bay",2023,"Fukui","WDFW",0,8,0,48.018732199813,-122.700916371484
"Scow Bay",2023,"Minnow","WDFW",0,8,0,48.018732199813,-122.700916371484
"Scow Bay",2023,"Shrimp","WDFW",0,2,0,48.018732199813,-122.700916371484
"Scow Bay",2024,"Fukui","WDFW",0,10,0,48.018732199813,-122.700916371484
"Scow Bay",2024,"Minnow","WDFW",0,13,0,48.018732199813,-122.700916371484
"Scow Bay",2024,"Shrimp","WDFW",0,4,0,48.018732199813,-122.700916371484
"Seabeck Conference Center Lagoon",2023,"Fukui","WDFW",0,35,0,47.6402031417245,-122.829269570612
"Seabeck Conference Center Lagoon",2023,"Minnow","WDFW",0,35,0,47.6402031417245,-122.829269570612
"Seabeck Conference Center Lagoon",2023,"Shrimp","WDFW",5,16,0.3125,47.6402031417245,-122.829269570612
"Seabeck Conference Center Lagoon",2024,"Fukui","WDFW",0,5,0,47.6402031417245,-122.829269570612
"Seabeck Conference Center Lagoon",2024,"Minnow","WDFW",0,4,0,47.6402031417245,-122.829269570612
"Seabeck Conference Center Lagoon",2024,"Shrimp","WDFW",0,2,0,47.6402031417245,-122.829269570612
"Seabeck Marina",2024,"Shrimp","WDFW",0,5,0,47.641984542,-122.82890666
"Sequim Bay - South",2019,"Fukui","WDFW",0,30,0,48.02555438,-123.001433293333
"Sequim Bay - South",2019,"Minnow","WDFW",0,30,0,48.02555438,-123.001433293333
"Sequim Bay - South",2019,"Shrimp","WDFW",0,2,0,48.02555438,-123.001433293333
"Sequim Bay - South",2021,"Fukui","WDFW",0,6,0,48.02555438,-123.001433293333
"Sequim Bay - South",2021,"Minnow","WDFW",0,20,0,48.02555438,-123.001433293333
"Sharpes Corner",2019,"Fukui","WSG",0,4,0,48.465854,-122.5851703
"Sharpes Corner",2020,"Fukui","WSG",0,4,0,48.465854,-122.5851703
"Sharpes Corner",2021,"Fukui","WSG",0,4,0,48.465854,-122.5851703
"Sharpes Corner",2022,"Fukui","WSG",0,4,0,48.465854,-122.5851703
"Sharpes Corner",2023,"Fukui","WSG",0,4,0,48.465854,-122.5851703
"Shaw Island",2017,"Fukui","WSG",0,4,0,48.5607255,-122.9502154
"Shaw Island",2018,"Fukui","WSG",0,4,0,48.5607255,-122.9502154
"Shaw Island",2019,"Fukui","WSG",0,4,0,48.5607255,-122.9502154
"Shaw Island",2020,"Fukui","WSG",0,4,0,48.5607255,-122.9502154
"Shaw Island",2021,"Fukui","WSG",0,4,0,48.5607255,-122.9502154
"Shaw Island",2022,"Fukui","WSG",0,3,0,48.5607255,-122.9502154
"Shaw Island",2023,"Fukui","WSG",0,4,0,48.5607255,-122.9502154
"Shine Creek Estuary",2018,"Fukui","WDFW",0,3,0,47.869295,-122.692923333333
"Shine Creek Estuary",2018,"Minnow","WDFW",0,3,0,47.869295,-122.692923333333
"Shine Tidelands",2018,"Fukui","WDFW",0,6,0,47.887223327,-122.630246718
"Shine Tidelands",2018,"Minnow","WDFW",0,6,0,47.887223327,-122.630246718
"Shine Tidelands",2024,"Fukui","WDFW",0,15,0,47.887223327,-122.630246718
"Shine Tidelands",2024,"Minnow","WDFW",0,15,0,47.887223327,-122.630246718
"Shine Tidelands",2024,"Shrimp","WDFW",0,2,0,47.887223327,-122.630246718
"Shore Trail",2017,"Fukui","WSG",0,4,0,48.4724290086957,-122.470378004348
"Shore Trail",2018,"Fukui","WSG, Padilla",0,16,0,48.4724290086957,-122.470378004348
"Shore Trail",2018,"Minnow","Padilla",0,12,0,48.4724290086957,-122.470378004348
"Shore Trail",2019,"Fukui","WSG, Padilla",0,16,0,48.4724290086957,-122.470378004348
"Shore Trail",2019,"Minnow","Padilla",0,12,0,48.4724290086957,-122.470378004348
"Shore Trail",2020,"Fukui","WSG, Padilla",0,18,0,48.4724290086957,-122.470378004348
"Shore Trail",2020,"Minnow","Padilla",0,22,0,48.4724290086957,-122.470378004348
"Shore Trail",2021,"Fukui","WSG, Padilla",0,16,0,48.4724290086957,-122.470378004348
"Shore Trail",2021,"Minnow","Padilla",0,26,0,48.4724290086957,-122.470378004348
"Shore Trail",2022,"Fukui","WSG, Padilla",0,16,0,48.4724290086957,-122.470378004348
"Shore Trail",2022,"Minnow","Padilla",0,12,0,48.4724290086957,-122.470378004348
"Shore Trail",2023,"Fukui","WSG, Padilla",3,82,0.0365853658536585,48.4724290086957,-122.470378004348
"Shore Trail",2023,"Minnow","Padilla",0,78,0,48.4724290086957,-122.470378004348
"Shore Trail",2023,"Shrimp","Padilla",4,18,0.222222222222222,48.4724290086957,-122.470378004348
"Shore Trail",2024,"Fukui","Padilla",0,34,0,48.4724290086957,-122.470378004348
"Shore Trail",2024,"Minnow","Padilla",0,56,0,48.4724290086957,-122.470378004348
"Shore Trail",2024,"Shrimp","Padilla",0,12,0,48.4724290086957,-122.470378004348
"Skagit Bay Estuary",2019,"Fukui","WDFW",0,20,0,48.3388335,-122.440028
"Skagit Bay Estuary",2019,"Minnow","WDFW",0,20,0,48.3388335,-122.440028
"Skokomish Estuary",2023,"Fukui","WDFW",0,51,0,47.3419442954263,-123.133128739001
"Skokomish Estuary",2023,"Minnow","WDFW",0,50,0,47.3419442954263,-123.133128739001
"Skokomish Estuary",2023,"Shrimp","WDFW",0,9,0,47.3419442954263,-123.133128739001
"Skunk Island Lagoon",2018,"Fukui","WDFW",0,7,0,48.0319634880952,-122.751977738095
"Skunk Island Lagoon",2018,"Minnow","WDFW",0,10,0,48.0319634880952,-122.751977738095
"Skunk Island Lagoon",2020,"Fukui","WDFW",0,24,0,48.0319634880952,-122.751977738095
"Skunk Island Lagoon",2020,"Minnow","WDFW",0,24,0,48.0319634880952,-122.751977738095
"Snow Creek",2022,"Fukui","WDFW",2,47,0.0425531914893617,47.9913299155271,-122.884787053556
"Snow Creek",2022,"Minnow","WDFW",4,40,0.1,47.9913299155271,-122.884787053556
"Snow Creek",2022,"Shrimp","WDFW",0,2,0,47.9913299155271,-122.884787053556
"Snow Creek",2023,"Fukui","WDFW",0,25,0,47.9913299155271,-122.884787053556
"Snow Creek",2023,"Minnow","WDFW",1,25,0.04,47.9913299155271,-122.884787053556
"Snow Creek",2023,"Shrimp","WDFW",5,4,1.25,47.9913299155271,-122.884787053556
"Snow Creek",2024,"Fukui","WDFW",1,24,0.0416666666666667,47.9913299155271,-122.884787053556
"Snow Creek",2024,"Minnow","WDFW",2,24,0.0833333333333333,47.9913299155271,-122.884787053556
"Snow Creek",2024,"Shrimp","WDFW",7,6,1.16666666666667,47.9913299155271,-122.884787053556
"Sopun Inlet",2022,"Fukui","WDFW",18,30,0.6,46.8519959761111,-124.042271899603
"Sopun Inlet",2022,"Minnow","WDFW",7,28,0.25,46.8519959761111,-124.042271899603
"Sopun Inlet",2022,"Shrimp","WDFW",2,4,0.5,46.8519959761111,-124.042271899603
"South",2021,"Fukui","WDFW",0,24,0,48.6858654493013,-122.672799893535
"South",2021,"Minnow","WDFW",0,25,0,48.6858654493013,-122.672799893535
"South",2022,"Fukui","WDFW",0,135,0,48.6858654493013,-122.672799893535
"South",2022,"Minnow","WDFW",0,132,0,48.6858654493013,-122.672799893535
"South Bay Berm",2020,"Fukui","WDFW",6,25,0.24,46.3835606003333,-123.953665735333
"South Bay Berm",2020,"Minnow","WDFW",13,30,0.433333333333333,46.3835606003333,-123.953665735333
"South Bay Berm",2023,"Fukui","WDFW",2,10,0.2,46.3835606003333,-123.953665735333
"South Bay Berm",2023,"Minnow","WDFW",0,10,0,46.3835606003333,-123.953665735333
"South Bay Berm",2023,"Shrimp","WDFW",6,10,0.6,46.3835606003333,-123.953665735333
"South Bay Berm - Inside",2022,"Fukui","WDFW",13,18,0.722222222222222,46.3835845259259,-123.953929859259
"South Bay Berm - Inside",2022,"Minnow","WDFW",3,18,0.166666666666667,46.3835845259259,-123.953929859259
"South Bay Berm - Inside",2022,"Shrimp","WDFW",9,2,4.5,46.3835845259259,-123.953929859259
"South Bay Berm - Outside",2022,"Fukui","WDFW",4,20,0.2,46.3837983566667,-123.95333304
"South Bay Berm - Outside",2022,"Minnow","WDFW",0,20,0,46.3837983566667,-123.95333304
"South Bay Berm - Outside",2022,"Shrimp","WDFW",0,1,0,46.3837983566667,-123.95333304
"Southeast",2021,"Fukui","WDFW",0,10,0,48.9134631,-122.7505203
"Southeast",2021,"Minnow","WDFW",0,10,0,48.9134631,-122.7505203
"Spencer Spit",2017,"Fukui","WSG",0,4,0,48.5358345,-122.8552321
"Spencer Spit",2018,"Fukui","WSG",0,4,0,48.5358345,-122.8552321
"Spencer Spit",2019,"Fukui","WSG",0,4,0,48.5358345,-122.8552321
"Spencer Spit",2020,"Fukui","WSG",0,4,0,48.5358345,-122.8552321
"Spencer Spit",2021,"Fukui","WSG",0,4,0,48.5358345,-122.8552321
"Spencer Spit",2022,"Fukui","WSG",0,4,0,48.5358345,-122.8552321
"Spencer Spit",2023,"Fukui","WSG",0,4,0,48.5358345,-122.8552321
"Squalicum Harbor",2021,"Fukui","WDFW",3,102,0.0294117647058824,48.7574574584104,-122.497445662325
"Squalicum Harbor",2021,"Minnow","WDFW",0,102,0,48.7574574584104,-122.497445662325
"Squalicum Harbor",2021,"Shrimp","WDFW",0,6,0,48.7574574584104,-122.497445662325
"Squalicum Harbor",2022,"Shrimp","WDFW",0,5,0,48.7574574584104,-122.497445662325
"Squalicum Harbor",2023,"Minnow","WDFW",0,4,0,48.7574574584104,-122.497445662325
"Squalicum Harbor",2023,"Shrimp","WDFW",1,5,0.2,48.7574574584104,-122.497445662325
"Stackpole",2020,"Fukui","WDFW, WSG",81,24,3.375,46.5976401369206,-124.037333231752
"Stackpole",2020,"Minnow","WDFW",133,30,4.43333333333333,46.5976401369206,-124.037333231752
"Stackpole",2020,"Pitfall","WDFW",6,2,3,46.5976401369206,-124.037333231752
"Stackpole",2021,"Fukui","WSG",22,3,7.33333333333333,46.5976401369206,-124.037333231752
"Stackpole",2022,"Fukui","WDFW, WSG",69,8,8.625,46.5976401369206,-124.037333231752
"Stackpole",2022,"Minnow","WDFW",25,4,6.25,46.5976401369206,-124.037333231752
"Stackpole",2022,"Shrimp","WDFW",96,7,13.7142857142857,46.5976401369206,-124.037333231752
"Stackpole",2023,"Fukui","WDFW, WSG",37,19,1.94736842105263,46.5976401369206,-124.037333231752
"Stackpole",2023,"Hand","WDFW",37,18,2.05555555555556,46.5976401369206,-124.037333231752
"Stackpole",2023,"Minnow","WDFW",50,22,2.27272727272727,46.5976401369206,-124.037333231752
"Stackpole",2023,"Shrimp","WDFW",306,43,7.11627906976744,46.5976401369206,-124.037333231752
"Stavis Lagoon",2022,"Fukui","WDFW",0,20,0,47.6353692927778,-122.861617711111
"Stavis Lagoon",2022,"Minnow","WDFW",0,20,0,47.6353692927778,-122.861617711111
"Stavis Lagoon",2023,"Fukui","WDFW",0,18,0,47.6353692927778,-122.861617711111
"Stavis Lagoon",2023,"Minnow","WDFW",0,18,0,47.6353692927778,-122.861617711111
"Sullivan Minor",2017,"Fukui","WSG",0,4,0,48.5022264909091,-122.484404695455
"Sullivan Minor",2018,"Fukui","WSG, Padilla",0,16,0,48.5022264909091,-122.484404695455
"Sullivan Minor",2018,"Minnow","Padilla",0,12,0,48.5022264909091,-122.484404695455
"Sullivan Minor",2019,"Fukui","WSG, Padilla",0,16,0,48.5022264909091,-122.484404695455
"Sullivan Minor",2019,"Minnow","Padilla",0,12,0,48.5022264909091,-122.484404695455
"Sullivan Minor",2020,"Fukui","WSG, Padilla",0,31,0,48.5022264909091,-122.484404695455
"Sullivan Minor",2020,"Minnow","Padilla",0,31,0,48.5022264909091,-122.484404695455
"Sullivan Minor",2021,"Fukui","WSG, Padilla",0,16,0,48.5022264909091,-122.484404695455
"Sullivan Minor",2021,"Minnow","Padilla",0,12,0,48.5022264909091,-122.484404695455
"Sullivan Minor",2022,"Fukui","WSG, Padilla",0,16,0,48.5022264909091,-122.484404695455
"Sullivan Minor",2022,"Minnow","Padilla",0,12,0,48.5022264909091,-122.484404695455
"Sullivan Minor",2023,"Fukui","WSG, Padilla",0,64,0,48.5022264909091,-122.484404695455
"Sullivan Minor",2023,"Minnow","Padilla",1,60,0.0166666666666667,48.5022264909091,-122.484404695455
"Sullivan Minor",2023,"Shrimp","Padilla",0,6,0,48.5022264909091,-122.484404695455
"Sullivan Minor",2024,"Fukui","Padilla",1,22,0.0454545454545455,48.5022264909091,-122.484404695455
"Sullivan Minor",2024,"Minnow","Padilla",3,32,0.09375,48.5022264909091,-122.484404695455
"Sullivan Minor Oyster Site",2023,"Fukui","Padilla",0,3,0,48.502451,-122.489651
"Sullivan Minor Oyster Site",2023,"Minnow","Padilla",0,3,0,48.502451,-122.489651
"Swinomish Casino Marsh",2017,"Fukui","WSG",0,4,0,48.4608765888889,-122.522456822222
"Swinomish Casino Marsh",2018,"Fukui","WSG",0,4,0,48.4608765888889,-122.522456822222
"Swinomish Casino Marsh",2019,"Fukui","WSG",0,4,0,48.4608765888889,-122.522456822222
"Swinomish Casino Marsh",2020,"Fukui","WSG",0,4,0,48.4608765888889,-122.522456822222
"Swinomish Casino Marsh",2021,"Fukui","WSG, Padilla",2,52,0.0384615384615385,48.4608765888889,-122.522456822222
"Swinomish Casino Marsh",2021,"Minnow","Padilla",1,82,0.0121951219512195,48.4608765888889,-122.522456822222
"Swinomish Casino Marsh",2022,"Fukui","WSG",0,4,0,48.4608765888889,-122.522456822222
"Swinomish Casino Marsh",2023,"Fukui","WSG",0,4,0,48.4608765888889,-122.522456822222
"Swinomish Channel",2022,"Fukui","WSG",0,4,0,48.4398491,-122.4995902
"Swinomish Channel",2023,"Fukui","WSG",0,4,0,48.4398491,-122.4995902
"Swinomish Spit",2021,"Fukui","Padilla",0,14,0,48.459216,-122.509683
"Swinomish Spit",2021,"Minnow","Padilla",0,38,0,48.459216,-122.509683
"Tahuya",2024,"Fukui","WDFW",0,13,0,47.3732003576923,-123.042898476923
"Tahuya",2024,"Minnow","WDFW",0,13,0,47.3732003576923,-123.042898476923
"Tahuya",2024,"Shrimp","WDFW",0,2,0,47.3732003576923,-123.042898476923
"Tarboo Creek",2022,"Minnow","WDFW",0,30,0,47.8596656,-122.8132371
"Tatoosh Island",2024,"Fukui","Makah",0,4,0,48.3927,-124.737525
"Tatoosh Island",2024,"Shrimp","Makah",0,4,0,48.3927,-124.737525
"Taylor",2021,"Fukui","WDFW",0,51,0,48.6113833612745,-122.439830259804
"Taylor",2021,"Minnow","WDFW",1,40,0.025,48.6113833612745,-122.439830259804
"Taylor Shellfish",2020,"Fukui","WDFW",5,76,0.0657894736842105,48.6111173986842,-122.440618323026
"Taylor Shellfish",2020,"Minnow","WDFW",1,76,0.0131578947368421,48.6111173986842,-122.440618323026
"Telegraph Slough",2023,"Fukui","Padilla",0,60,0,48.457874,-122.487967
"Telegraph Slough",2023,"Minnow","Padilla",0,60,0,48.457874,-122.487967
"Telegraph Slough",2024,"Fukui","Padilla",0,10,0,48.457874,-122.487967
"Telegraph Slough",2024,"Minnow","Padilla",0,20,0,48.457874,-122.487967
"Terrell Creek",2021,"Fukui","WDFW",1,80,0.0125,48.9179109655486,-122.748229862595
"Terrell Creek",2021,"Minnow","WDFW",0,74,0,48.9179109655486,-122.748229862595
"Terrell Creek",2023,"Fukui","WDFW",0,5,0,48.9179109655486,-122.748229862595
"Terrell Creek",2023,"Minnow","WDFW",1,5,0.2,48.9179109655486,-122.748229862595
"Terrell Creek",2023,"Shrimp","WDFW",28,20,1.4,48.9179109655486,-122.748229862595
"Third Lagoon",2016,"Fukui","WSG",0,4,0,48.46161,-122.9751923
"Third Lagoon",2017,"Fukui","WSG",0,4,0,48.46161,-122.9751923
"Third Lagoon",2018,"Fukui","WSG",0,4,0,48.46161,-122.9751923
"Third Lagoon",2019,"Fukui","WSG",0,4,0,48.46161,-122.9751923
"Third Lagoon",2020,"Fukui","WSG",0,4,0,48.46161,-122.9751923
"Third Lagoon",2021,"Fukui","WSG",0,4,0,48.46161,-122.9751923
"Third Lagoon",2022,"Fukui","WSG",0,4,0,48.46161,-122.9751923
"Third Lagoon",2023,"Fukui","WSG",0,4,0,48.46161,-122.9751923
"Thorndyke",2023,"Fukui","WDFW",0,51,0,47.8113122021328,-122.741254997014
"Thorndyke",2023,"Minnow","WDFW",1,50,0.02,47.8113122021328,-122.741254997014
"Thorndyke",2023,"Shrimp","WDFW",0,4,0,47.8113122021328,-122.741254997014
"Thorndyke",2024,"Fukui","WDFW",0,30,0,47.8113122021328,-122.741254997014
"Thorndyke",2024,"Minnow","WDFW",0,30,0,47.8113122021328,-122.741254997014
"Thorndyke",2024,"Shrimp","WDFW",0,4,0,47.8113122021328,-122.741254997014
"Titlow Lagoon",2017,"Fukui","WSG",0,3,0,47.2488254,-122.5515108
"Titlow Lagoon",2018,"Fukui","WSG",0,4,0,47.2488254,-122.5515108
"Titlow Lagoon",2019,"Fukui","WSG",0,4,0,47.2488254,-122.5515108
"Titlow Lagoon",2020,"Fukui","WSG",0,4,0,47.2488254,-122.5515108
"Titlow Lagoon",2021,"Fukui","WSG",0,4,0,47.2488254,-122.5515108
"Titlow Lagoon",2022,"Fukui","WSG",0,4,0,47.2488254,-122.5515108
"Titlow Lagoon",2023,"Fukui","WSG",0,4,0,47.2488254,-122.5515108
"Tokeland",2020,"Fukui","WDFW, WSG",105,22,4.77272727272727,46.7098147648148,-123.981230618519
"Tokeland",2020,"Minnow","WDFW",51,18,2.83333333333333,46.7098147648148,-123.981230618519
"Tokeland",2021,"Fukui","WSG",42,4,10.5,46.7098147648148,-123.981230618519
"Tokeland",2022,"Fukui","WSG",14,4,3.5,46.7098147648148,-123.981230618519
"Tokeland",2023,"Fukui","WSG",21,4,5.25,46.7098147648148,-123.981230618519
"Tokeland Marina",2020,"Fukui","WDFW",154,52,2.96153846153846,46.7078894435897,-123.972831868462
"Tokeland Marina",2020,"Minnow","WDFW",76,60,1.26666666666667,46.7078894435897,-123.972831868462
"Tokeland Swimming Hole",2020,"Fukui","WDFW",4,10,0.4,46.7213241166667,-124.018094716667
"Tokeland Swimming Hole",2020,"Minnow","WDFW",6,12,0.5,46.7213241166667,-124.018094716667
"Tramp Harbor",2021,"Fukui","WDFW",0,20,0,47.4176606590909,-122.438978084091
"Tramp Harbor",2021,"Minnow","WDFW",0,22,0,47.4176606590909,-122.438978084091
"Trestle Lagoon",2022,"Shrimp","WDFW",0,1,0,47.997701,-122.882464
"Tsoo Yess",2023,"Fukui","WSG",4,4,1,48.319992,-124.658572
"Tsoo-Yess River",2018,"Fukui","Makah",274,348,0.78735632183908,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2018,"Minnow","Makah",102,312,0.326923076923077,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2018,"Russell","Makah",60,25,2.4,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2019,"Fukui","Makah",145,230,0.630434782608696,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2019,"Minnow","Makah",48,244,0.19672131147541,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2019,"Russell","Makah",59,46,1.28260869565217,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2019,"Shrimp","Makah",154,18,8.55555555555556,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2020,"Fukui","Makah",13,32,0.40625,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2020,"Minnow","Makah",7,42,0.166666666666667,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2020,"Shrimp","Makah",478,55,8.69090909090909,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2021,"Fukui","Makah",5,4,1.25,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2021,"Minnow","Makah",18,24,0.75,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2021,"Shrimp","Makah",439,68,6.45588235294118,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2022,"Crayfish","Makah",4,4,1,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2022,"Fukui","Makah",9,6,1.5,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2022,"Minnow","Makah",1598,492,3.2479674796748,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2022,"Shrimp","Makah",11253,516,21.8081395348837,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2023,"Fukui","Makah",4,4,1,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2023,"Holding Cage","Makah",1,1,1,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2023,"Shrimp","Makah",4401,1175,3.74553191489362,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2024,"Seine Net","Makah",53,8,6.625,48.3200195042339,-124.658153213169
"Tsoo-Yess River",2024,"Shrimp","Makah",1827,745,2.45234899328859,48.3200195042339,-124.658153213169
"Tulalip Bay",2021,"Fukui","WDFW",0,20,0,48.05376445,-122.272657725
