Effort Type,Year,Month,Date Deployed,Location,Site Code,Trap Type,Trap Number,Bait Type,Latitude,Longitude,Date Retrieved,Count of EGC,Male,Female,Gravid,Comments
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,3405,HERRING,48.31623,-124.65867,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,3406,HERRING,48.31555,-124.65839,8/8/2024,1,1,0,,
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,3407,HERRING,48.31997,-124.66127,8/8/2024,5,3,2,,
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,3408,HERRING,48.31848,-124.66146,8/8/2024,1,1,0,,
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,3409,HERRING,48.31590,-124.65855,8/8/2024,1,0,1,,
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,3410,HERRING,48.31472,-124.65820,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,3702,HERRING,48.31502,-124.65820,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,3732,HERRING,48.32076,-124.65996,8/8/2024,9,2,7,,
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,3733,HERRING,48.31974,-124.66145,8/8/2024,5,3,2,,
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,3737,HERRING,48.31936,-124.66164,8/8/2024,3,2,1,,
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,3741,HERRING,48.31532,-124.65829,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,3742,HERRING,48.31650,-124.65902,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,3743,HERRING,48.31823,-124.66142,8/8/2024,3,1,1,,RD3: 1 RECAP
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,3744,HERRING,48.32057,-124.66004,8/8/2024,3,1,2,,
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,3745,HERRING,48.31695,-124.65913,8/8/2024,2,2,0,,
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,3747,HERRING,48.31774,-124.66119,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,3748,HERRING,48.31367,-124.65784,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,4061,HERRING,48.32027,-124.66079,8/8/2024,14,8,6,,
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,4063,HERRING,48.31671,-124.65938,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Tsoo-Yess River,TSOO,SHRIMP,4074,HERRING,48.31440,-124.65807,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch Point,WAA PT,"1/2"" SHRIMP",96,HERRING,48.34109,-124.68015,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch Point,WAA PT,"1/2"" SHRIMP",258,HERRING,48.34088,-124.68073,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch Point,WAA PT,"1/2"" SHRIMP",278,HERRING,48.34152,-124.68034,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch Point,WAA PT,"1/2"" SHRIMP",287,HERRING,48.34085,-124.68120,8/8/2024,2,0,1,,RD3: 1 RECAP
EGC ONLY,2024,August,8/7/2024,Wa'atch Point,WAA PT,"1/2"" SHRIMP",289,HERRING,48.34156,-124.68026,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch Point,WAA PT,"1/2"" SHRIMP",300,HERRING,48.34094,-124.68066,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch Point,WAA PT,"1/2"" SHRIMP",303,HERRING,48.34106,-124.68086,8/8/2024,0,0,0,,CONE NEEDS REPAIR
EGC ONLY,2024,August,8/7/2024,Wa'atch Point,WAA PT,"1/2"" SHRIMP",304,HERRING,48.34035,-124.68121,8/8/2024,1,1,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch Point,WAA PT,"1/2"" SHRIMP",311,HERRING,48.34116,-124.68008,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch Point,WAA PT,"1/2"" SHRIMP",316,HERRING,48.34105,-124.68030,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch Point,WAA PT,"1/2"" SHRIMP",339,HERRING,48.34175,-124.68033,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch Point,WAA PT,"1/2"" SHRIMP",342,HERRING,48.34180,-124.68027,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",69,HERRING,48.34697,-124.66243,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",70,HERRING,48.34567,-124.66315,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",71,HERRING,48.34419,-124.66471,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",89,HERRING,48.34540,-124.66354,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",91,HERRING,48.34490,-124.67216,8/8/2024,1,1,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",230,HERRING,48.34489,-124.66384,8/8/2024,0,0,0,,
HOBO - EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",260,HERRING,48.34672,-124.66276,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",265,HERRING,48.34475,-124.67242,8/8/2024,0,0,0,,
HOBO - EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",271,HERRING,48.34419,-124.67491,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",275,HERRING,48.34601,-124.66332,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",277,HERRING,48.34716,-124.66210,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",282,HERRING,48.34495,-124.67200,8/8/2024,3,3,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",283,HERRING,48.34583,-124.66287,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",285,HERRING,48.34480,-124.66450,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",290,HERRING,48.34452,-124.66435,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",292,HERRING,48.34745,-124.66156,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",294,HERRING,48.34488,-124.67226,8/8/2024,1,0,1,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",299,HERRING,48.34444,-124.67355,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",301,HERRING,48.34475,-124.66415,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",307,HERRING,48.34726,-124.66197,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",308,HERRING,48.34740,-124.66184,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",309,HERRING,48.34547,-124.66413,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",314,HERRING,48.34521,-124.67120,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",318,HERRING,48.34639,-124.66293,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",320,HERRING,48.34628,-124.66245,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",321,HERRING,48.34766,-124.66093,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",323,HERRING,48.34454,-124.67272,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",341,HERRING,48.34706,-124.66222,8/8/2024,0,0,0,,
HOBO - EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",3449,HERRING,48.35186,-124.64754,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",3553,HERRING,48.35113,-124.64599,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",3554,HERRING,48.34619,-124.66383,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",3555,HERRING,48.35052,-124.65321,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",3558,HERRING,48.35072,-124.65158,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",3559,HERRING,48.35123,-124.64971,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",3560,HERRING,48.34907,-124.65919,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",3561,HERRING,48.35191,-124.64735,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",3562,HERRING,48.34644,-124.66348,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",3563,HERRING,48.34853,-124.66080,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",3564,HERRING,48.34961,-124.65759,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",3565,HERRING,48.35169,-124.64832,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",3572,HERRING,48.35000,-124.65620,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",3573,HERRING,48.35034,-124.65470,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",3575,HERRING,48.34760,-124.66255,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",3580,HERRING,48.35180,-124.64664,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",3589,HERRING,48.34658,-124.66331,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,"1/2"" SHRIMP",3600,HERRING,48.35069,-124.64560,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,79,HERRING,48.34449,-124.66493,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,125,HERRING,48.34360,-124.66579,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,126,HERRING,48.35063,-124.65215,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,127,HERRING,48.35043,-124.65384,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,128,HERRING,48.34938,-124.65835,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,129,HERRING,48.34608,-124.66399,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,150,HERRING,48.34415,-124.67522,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,151,HERRING,48.34363,-124.66601,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,152,HERRING,48.34702,-124.66302,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,153,HERRING,48.34632,-124.66364,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,155,HERRING,48.35106,-124.65052,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,157,HERRING,48.34340,-124.66659,8/8/2024,2,1,1,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,158,HERRING,48.34651,-124.66341,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,159,HERRING,48.35019,-124.65559,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,160,HERRING,48.34443,-124.67298,8/8/2024,1,0,1,,
BYCATCH,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,162,HERRING,48.34348,-124.66622,9/23/2024,2,1,0,,"TRAP FOUND 9/23, 1 RECAP (WAS ENTERED AS IF NOT LOST 8/7)"
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,164,HERRING,48.34616,-124.66309,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,166,HERRING,48.35088,-124.64578,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,167,HERRING,48.34605,-124.66306,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,168,HERRING,48.34391,-124.66992,8/8/2024,1,1,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,171,HERRING,48.34388,-124.66967,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,172,HERRING,48.34369,-124.66887,8/8/2024,2,1,0,,RD3: 1 RECAP
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,173,HERRING,48.34518,-124.67161,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,176,HERRING,48.35189,-124.64746,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,178,HERRING,48.34644,-124.66257,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,184,HERRING,48.34725,-124.66289,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,197,HERRING,48.34340,-124.66838,8/8/2024,2,0,0,,RD3: 2 RECAPS
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,327,HERRING,48.34418,-124.67510,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,328,HERRING,48.34430,-124.67430,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,329,HERRING,48.34386,-124.67558,8/8/2024,1,1,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,330,HERRING,48.34497,-124.67157,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,331,HERRING,48.34325,-124.66768,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,332,HERRING,48.34405,-124.67539,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,333,HERRING,48.34435,-124.67413,8/8/2024,1,0,1,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,334,HERRING,48.34436,-124.67398,8/8/2024,2,0,2,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,335,HERRING,48.34430,-124.67446,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,351,HERRING,48.34380,-124.67574,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,352,HERRING,48.34571,-124.66377,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,353,HERRING,48.34982,-124.65687,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,354,HERRING,48.35149,-124.64878,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,356,HERRING,48.34667,-124.66322,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,358,HERRING,48.34418,-124.67504,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,359,HERRING,48.34878,-124.65998,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,361,HERRING,48.34506,-124.66415,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,363,HERRING,48.34331,-124.66710,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,364,HERRING,48.34525,-124.67067,8/8/2024,1,1,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,365,HERRING,48.34411,-124.67532,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,367,HERRING,48.34439,-124.67327,8/8/2024,1,0,0,,RD3: 1 RECAP
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,368,HERRING,48.34380,-124.66926,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,370,HERRING,48.34590,-124.66313,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,371,HERRING,48.34435,-124.67371,8/8/2024,1,1,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,372,HERRING,48.34352,-124.66866,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,374,HERRING,48.34424,-124.67467,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,3701,HERRING,48.34831,-124.66137,8/8/2024,0,0,0,,
EGC ONLY,2024,August,8/7/2024,Wa'atch River,WAA,SHRIMP,3746,HERRING,48.35148,-124.64629,8/8/2024,0,0,0,,
OFF-EFFORT,2024,August,8/8/2024,Wa'atch River,WAA,SHRIMP,1,NR,48.34416,-124.67495,8/9/2024,1,0,1,,
HOBO - EGC ONLY,2024,August,8/12/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",287,HERRING,48.32131,-124.65718,8/13/2024,0,0,0,,
HOBO - EGC ONLY,2024,August,8/12/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",339,HERRING,48.31193,-124.65593,8/13/2024,1,1,0,,
HOBO - EGC ONLY,2024,August,8/12/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",342,HERRING,48.31637,-124.65829,8/13/2024,0,0,0,,
HOBO - EGC ONLY,2024,August,8/12/2024,Wa'atch River,WAA,"1/2"" SHRIMP",258,HERRING,48.34674,-124.66273,8/13/2024,0,0,0,,
HOBO - EGC ONLY,2024,August,8/12/2024,Wa'atch River,WAA,"1/2"" SHRIMP",300,HERRING,48.35181,-124.64754,8/13/2024,0,0,0,,
HOBO - EGC ONLY,2024,August,8/12/2024,Wa'atch River,WAA,"1/2"" SHRIMP",323,HERRING,48.34419,-124.67491,8/13/2024,0,0,0,,
HOBO - EGC ONLY,2024,August,8/13/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",287,HERRING,48.32131,-124.65718,8/14/2024,1,1,0,,
HOBO - EGC ONLY,2024,August,8/13/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",339,HERRING,48.31193,-124.65593,8/14/2024,0,0,0,,
HOBO - EGC ONLY,2024,August,8/13/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",342,HERRING,48.31637,-124.65829,8/14/2024,1,0,1,,
HOBO - EGC ONLY,2024,August,8/13/2024,Wa'atch River,WAA,"1/2"" SHRIMP",258,HERRING,48.34674,-124.66273,8/14/2024,0,0,0,,
CAMERA TRAPS,2024,August,8/13/2024,Wa'atch River,WAA,"1/2"" SHRIMP",298,HERRING-No Bag,48.34417,-124.67501,8/14/2024,1,1,0,,"SET: 9:25AM, PULLED: 8:35AM"
HOBO - EGC ONLY,2024,August,8/13/2024,Wa'atch River,WAA,"1/2"" SHRIMP",300,HERRING,48.35181,-124.64754,8/14/2024,0,0,0,,
HOBO - EGC ONLY,2024,August,8/13/2024,Wa'atch River,WAA,"1/2"" SHRIMP",323,HERRING,48.34419,-124.67491,8/14/2024,0,0,0,,
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",69,HERRING-No Bag,48.32087,-124.65643,8/15/2024,5,2,3,,GONE
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",89,HERRING-No Bag,48.32027,-124.65773,8/15/2024,1,1,0,,MOSTLY EATEN
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",144,HERRING-No Bag,48.32069,-124.66033,8/15/2024,6,4,2,,"GONE, 4 DEAD LEAR"
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",259,HERRING-No Bag,48.32071,-124.65846,8/15/2024,4,1,2,,"GONE, 1 RECAP"
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",261,GREEN CRAB-No Bag,48.32099,-124.65584,8/15/2024,6,5,1,,MOSTLY EATEN
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",262,GREEN CRAB-No Bag,48.32034,-124.65749,8/15/2024,0,0,0,,MOSTLY EATEN
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",264,HERRING-No Bag,48.32044,-124.65734,8/15/2024,2,1,1,,MOSTLY EATEN
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",274,GREEN CRAB-No Bag,48.32032,-124.65806,8/15/2024,0,0,0,,PARTIALLY EATEN
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",275,HERRING-No Bag,48.31752,-124.66002,8/15/2024,1,0,1,,MOSTLY EATEN
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",279,HERRING-No Bag,48.32014,-124.65917,8/15/2024,0,0,0,,MOSTLY EATEN
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",281,GREEN CRAB-No Bag,48.32001,-124.65855,8/15/2024,0,0,0,,INTACT
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",287,HERRING-No Bag,48.32131,-124.65718,8/15/2024,3,1,2,,GONE
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",297,GREEN CRAB-No Bag,48.32060,-124.65700,8/15/2024,2,2,0,,PARTIALLY EATEN
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",306,GREEN CRAB-No Bag,48.32050,-124.66066,8/15/2024,0,0,0,,GONE
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",316,GREEN CRAB-No Bag,48.32105,-124.65775,8/15/2024,0,0,0,,MOSTLY EATEN
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",319,GREEN CRAB-No Bag,48.32196,-124.65643,8/15/2024,0,0,0,,PARTIALLY EATEN
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",322,HERRING-No Bag,48.32014,-124.65855,8/15/2024,0,0,0,,MOSTLY EATEN
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",324,GREEN CRAB-No Bag,48.32038,-124.65923,8/15/2024,1,0,0,,"GONE, 1 RECAP"
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",339,HERRING-No Bag,48.31603,-124.65868,8/15/2024,1,0,1,,MOSTLY EATEN
BAIT STUDY,2024,August,8/14/2024,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",342,GREEN CRAB-No Bag,48.31637,-124.65829,8/15/2024,0,0,0,,PARTIALLY EATEN
BAIT STUDY,2024,August,8/14/2024,Wa'atch Point,WAA PT,"1/2"" SHRIMP",96,HERRING-No Bag,48.34137,-124.68060,8/15/2024,1,0,1,,GONE
BAIT STUDY,2024,August,8/14/2024,Wa'atch Point,WAA PT,"1/2"" SHRIMP",256,GREEN CRAB-No Bag,48.34155,-124.68073,8/15/2024,3,3,0,,MOSTLY EATEN
BAIT STUDY,2024,August,8/14/2024,Wa'atch Point,WAA PT,"1/2"" SHRIMP",290,HERRING-No Bag,48.34119,-124.68073,8/15/2024,0,0,0,,GONE
BAIT STUDY,2024,August,8/14/2024,Wa'atch Point,WAA PT,"1/2"" SHRIMP",294,HERRING-No Bag,48.34110,-124.68090,8/15/2024,0,0,0,,MOSTLY EATEN
BAIT STUDY,2024,August,8/14/2024,Wa'atch Point,WAA PT,"1/2"" SHRIMP",300,HERRING-No Bag,48.34194,-124.68037,8/15/2024,0,0,0,,PARTIALLY EATEN
